Tag,WindowStart,WindowEnd,Split,MSE,SignAcc,Pearson,IC,IR,CR,Prec@K
ws8hd16,2019-01-04,2019-11-04,Train,3.441402628337057e-05,0.828125,0.8934129382081826,0.8493917051154797,1.2330864678823343,1.7394525724826213,0.8708333333333332
ws8hd16,2019-01-04,2019-11-04,Test,0.00024760997298871155,0.4888888888888889,0.019297567013485756,0.04831827406075664,0.10415851606645146,0.03267871905158779,0.5092592592592591
ws8hd16,2019-03-04,2020-01-04,Train,2.4512855967076263e-05,0.8518292682926829,0.9266180678022264,0.886143776154934,1.2198062005473211,1.7625398804120294,0.8739837398373983
ws8hd16,2019-03-04,2020-01-04,Test,0.00017927193029835387,0.5176470588235295,-0.03658930372333201,0.021939330840944585,0.0398783402320911,0.009983444380359028,0.5
ws8hd16,2019-05-04,2020-03-04,Train,3.7923852050104276e-05,0.801863354037267,0.8773199925443979,0.8209154638730602,1.1889334787090124,1.6181253575260002,0.8281573498964803
ws8hd16,2019-05-04,2020-03-04,Test,0.0002466904610310422,0.5333333333333333,0.11344545716319421,0.15113270094307568,0.29503492255944036,0.11084849076126237,0.6161616161616161
ws8hd16,2019-07-04,2020-05-04,Train,5.916839312933311e-05,0.76375,0.794789014516858,0.7273667160794548,0.9692806251333099,1.4539049845259462,0.79375
ws8hd16,2019-07-04,2020-05-04,Test,0.0006035339021487041,0.45714285714285713,-0.10708652581742767,-0.12087314562562029,0.13398258129921253,0.07950526571182191,0.5428571428571427
ws8hd16,2019-09-04,2020-07-04,Train,6.645119284885808e-05,0.7625,0.8468368844743759,0.7689870949621012,0.9412201178320319,1.8140748324666618,0.80625
ws8hd16,2019-09-04,2020-07-04,Test,0.00032645958575333145,0.4942857142857143,0.0621479180650639,0.03521619418467556,-0.09727882930783432,-0.041010965616251664,0.4666666666666666
ws8hd16,2019-11-04,2020-09-04,Train,0.00011126308582430342,0.7339622641509433,0.7538190711785125,0.6801816224635262,0.8513137250198666,1.7107095337596472,0.769392033542977
ws8hd16,2019-11-04,2020-09-04,Test,0.0003310179425508702,0.4891891891891892,-0.05750875524842287,-0.021647565583177045,-0.14502493738050007,-0.07177749727694098,0.40540540540540543
ws8hd16,2020-01-04,2020-11-04,Train,4.573668310865157e-05,0.854320987654321,0.9186729857814916,0.894517429302954,1.1883650411606612,2.304092545163142,0.8621399176954734
ws8hd16,2020-01-04,2020-11-04,Test,0.0003036713563685954,0.5542857142857143,0.02972943114496039,0.06707700721490165,0.04179589218818401,0.016971101880289573,0.5047619047619047
ws8hd16,2020-03-04,2021-01-04,Train,4.296518753675494e-05,0.8554878048780488,0.921465522640371,0.9008542425968878,1.269143379378538,2.386357957180838,0.8780487804878049
ws8hd16,2020-03-04,2021-01-04,Test,0.0002649554587971592,0.46060606060606063,-0.013650387709799018,-0.03591852299491226,0.0363865113042567,0.009961900176875146,0.45454545454545453
ws8hd16,2020-05-04,2021-03-04,Train,3.7562827077288e-05,0.8506172839506173,0.917731482461398,0.8996956767035692,1.343416484884319,2.11565855275796,0.8621399176954734
ws8hd16,2020-05-04,2021-03-04,Test,0.00042531632025127067,0.4647058823529412,-0.08638530662202089,-0.10359768021604096,-0.06417245224464009,-0.030622026853212282,0.4215686274509804
ws8hd16,2020-07-04,2021-05-04,Train,3.871321102850576e-05,0.846875,0.9172278486840182,0.8921618912326654,1.3004136849050376,2.1453967747401164,0.8604166666666666
ws8hd16,2020-07-04,2021-05-04,Test,0.0002560258823811525,0.5828571428571429,0.08966616371595573,0.11318842252939673,0.03385327761886404,0.011517110543394996,0.5904761904761904
ws8hd16,2020-09-04,2021-07-04,Train,5.5152637926732146e-05,0.8170886075949367,0.878477068430205,0.8431249651517025,1.1516071421630354,1.8659036963262934,0.8270042194092828
ws8hd16,2020-09-04,2021-07-04,Test,0.0003221902108922488,0.4228571428571429,-0.10319334069297126,-0.07290056012119049,-0.1445042102402957,-0.031067354835969292,0.4666666666666666
ws8hd16,2020-11-04,2021-09-04,Train,3.586745142073379e-05,0.8518987341772152,0.9153782711539903,0.8964392897987097,1.3069775495752856,1.967279318636516,0.8544303797468354
ws8hd16,2020-11-04,2021-09-04,Test,0.00022454020613496577,0.45555555555555555,-0.14817764450433474,-0.16293309876362214,0.0815479703131501,0.021573900261935057,0.5185185185185185
ws8hd16,2021-01-04,2021-11-04,Train,0.0001808466971047197,0.5722222222222222,0.28871121312717385,0.23904479592773417,0.3872257867640384,0.5776905346334787,0.5740740740740741
ws8hd16,2021-01-04,2021-11-04,Test,0.00014795554293439518,0.5314285714285715,-0.002549043531790085,-0.01098369316134359,-0.07213822627719889,-0.02370720167158709,0.5047619047619047
ws8hd16,2021-03-04,2022-01-04,Train,5.2698342852741595e-05,0.7963414634146342,0.8110641976955073,0.7845295846341297,1.2556397388728024,1.4701235760966787,0.8089430894308942
ws8hd16,2021-03-04,2022-01-04,Test,0.0004234258352451655,0.4117647058823529,-0.1938213162330797,-0.20315059520861783,-0.3484921521428836,-0.1656754893046743,0.3431372549019608
ws8hd16,2021-05-04,2022-03-04,Train,3.903815635480986e-05,0.8067484662576687,0.8834676139299611,0.8364890999493106,1.3283104557265755,1.7089292392407707,0.8384458077709612
ws8hd16,2021-05-04,2022-03-04,Test,0.0005680336453203679,0.4823529411764706,-0.05664277262016108,-0.043876375167837565,-0.12811236972745113,-0.04322194019205483,0.4313725490196078
ws8hd16,2021-07-04,2022-05-04,Train,5.4020613214472074e-05,0.8080745341614907,0.8749051799441396,0.8244616275487577,1.1191665965342095,1.7637547856958982,0.8012422360248447
ws8hd16,2021-07-04,2022-05-04,Test,0.00042386132045562757,0.4685714285714286,-0.12723615799149415,-0.15068134666988534,-0.16995729722405223,-0.06607784138895695,0.4476190476190475
ws8hd16,2021-09-04,2022-07-04,Train,3.265851448882467e-05,0.8723270440251573,0.9382243296036816,0.9169161758776374,1.2287384418689504,2.095775732815027,0.8595387840670857
ws8hd16,2021-09-04,2022-07-04,Test,0.0004681230572688681,0.49393939393939396,-0.026832023667233043,-0.03418464218047666,0.025679044251941223,0.008533028888121045,0.5454545454545454
ws8hd16,2021-11-04,2022-09-04,Train,3.393567712221567e-05,0.8719745222929937,0.9462215541556886,0.9330984565471392,1.312963597485565,2.387853521300471,0.870488322717622
ws8hd16,2021-11-04,2022-09-04,Test,0.0003855995277761516,0.4888888888888889,-0.07393742923308028,-0.0682218528063395,-0.1707957864440089,-0.06313571461439992,0.45370370370370366
ws8hd16,2022-01-04,2022-11-04,Train,3.994020516221466e-05,0.864375,0.9304235884740226,0.9144382699162941,1.1703655104374997,2.218157826978376,0.8458333333333334
ws8hd16,2022-01-04,2022-11-04,Test,0.0004429816362700166,0.45,-0.12440755316640459,-0.1637550140246741,-0.1477904576330063,-0.054733662686133056,0.5185185185185185
ws8hd32,2019-01-04,2019-11-04,Train,8.260497092497148e-06,0.92125,0.9774119740941977,0.9644382238071898,1.4042877576126498,1.930081693595267,0.9333333333333332
ws8hd32,2019-01-04,2019-11-04,Test,0.00022922766359124698,0.5305555555555556,0.013221688503511613,0.06476284539232555,0.14282074735772107,0.04830454803981899,0.5555555555555556
ws8hd32,2019-03-04,2020-01-04,Train,7.243916962004403e-06,0.9286585365853659,0.9812388358024516,0.9736908891743856,1.3983808799103825,1.929335832354088,0.9308943089430893
ws8hd32,2019-03-04,2020-01-04,Test,0.0001708844665363715,0.49117647058823527,0.03133784173373591,0.0168552241699628,0.05254693068662788,0.01302033590070108,0.4901960784313725
ws8hd32,2019-05-04,2020-03-04,Train,9.92242514016319e-06,0.9136645962732919,0.9711987066171809,0.9567285511528927,1.408871030146557,1.8557275379953015,0.9151138716356106
ws8hd32,2019-05-04,2020-03-04,Test,0.00023230326717637694,0.5333333333333333,0.012184856405801366,0.06857980998239403,-0.005263270998643129,-0.0016964875898341013,0.5353535353535352
ws8hd32,2019-07-04,2020-05-04,Train,5.928239400337796e-06,0.928125,0.9837642552595223,0.9759139492081328,1.3838618555095599,1.8869201158881783,0.925
ws8hd32,2019-07-04,2020-05-04,Test,0.0006296329536960049,0.4742857142857143,-0.06777335718021135,-0.09987303682002802,0.021712903772929875,0.01202726903154101,0.5238095238095237
ws8hd32,2019-09-04,2020-07-04,Train,1.704607205419076e-05,0.875,0.963867986879815,0.931504724849278,1.1730928388080366,2.128181080171464,0.8875
ws8hd32,2019-09-04,2020-07-04,Test,0.0003331984349477468,0.52,0.035940438053848736,0.043440354615139724,0.04311266308543428,0.013854389987110385,0.5238095238095237
ws8hd32,2019-11-04,2020-09-04,Train,1.3322810239180752e-05,0.9025157232704403,0.9775487457855971,0.9633092525142523,1.3476803688074208,2.3979266605602088,0.9245283018867925
ws8hd32,2019-11-04,2020-09-04,Test,0.00028149742470644093,0.5243243243243243,0.08213557550511082,0.11362392597864307,0.0498002528522338,0.0267538432698677,0.5405405405405407
ws8hd32,2020-01-04,2020-11-04,Train,1.4378556043417575e-05,0.9203703703703704,0.9782220120115925,0.9705137806874897,1.38932503093222,2.5639561308912535,0.9341563786008229
ws8hd32,2020-01-04,2020-11-04,Test,0.00030173344804269614,0.49714285714285716,-0.07637651378106743,-0.011121121692660638,-0.04624839958053453,-0.015444514794597117,0.4857142857142857
ws8hd32,2020-03-04,2021-01-04,Train,1.0184102494787947e-05,0.9365853658536586,0.9862608721494966,0.9820648446917974,1.461376327875149,2.6263936793432308,0.9390243902439024
ws8hd32,2020-03-04,2021-01-04,Test,0.0002741308063173548,0.5060606060606061,0.021413989199486796,0.03330542590385481,0.22958947487495254,0.057353623855242744,0.5252525252525252
ws8hd32,2020-05-04,2021-03-04,Train,1.007588844818915e-05,0.9197530864197531,0.9809521541459347,0.9749148566070087,1.5128857029620577,2.324115831855032,0.9218106995884774
ws8hd32,2020-05-04,2021-03-04,Test,0.00040827043924749045,0.4441176470588235,-0.017950001274674,-0.10939897200413397,0.0038274477046508046,0.001920952105998873,0.46078431372549017
ws8hd32,2020-07-04,2021-05-04,Train,7.811595668955547e-06,0.946875,0.988789496254574,0.9852238768842908,1.4761148599334575,2.3583919614117095,0.9229166666666666
ws8hd32,2020-07-04,2021-05-04,Test,0.00025506181010844555,0.5342857142857143,0.037449934356590615,0.07360391280162054,-0.10120962192604516,-0.03478543456747048,0.5333333333333332
ws8hd32,2020-09-04,2021-07-04,Train,6.947386671284235e-06,0.9487341772151898,0.9902720336673037,0.9872042830131559,1.4782603078626357,2.232760291440406,0.9219409282700423
ws8hd32,2020-09-04,2021-07-04,Test,0.00023957912664874189,0.46,-0.024946681102163876,-0.03136720649614633,0.13441107915161454,0.03019231185364888,0.5238095238095237
ws8hd32,2020-11-04,2021-09-04,Train,8.411384926662435e-06,0.9487341772151898,0.983670973040383,0.9788045838212178,1.52154743462924,2.182850631729703,0.9324894514767931
ws8hd32,2020-11-04,2021-09-04,Test,0.00020564738732030332,0.4888888888888889,-0.011976893134488822,-0.047734679022729085,0.021210212300618227,0.006709780415397945,0.5
ws8hd32,2021-01-04,2021-11-04,Train,8.465008617197902e-06,0.9425925925925925,0.9832962687594479,0.9772448534705035,1.4811231214790976,2.045390888879529,0.9320987654320988
ws8hd32,2021-01-04,2021-11-04,Test,0.00022849658777041048,0.48,-0.002392038158934972,-0.0380441589610644,0.006344789567228886,0.0016840372695379963,0.5333333333333333
ws8hd32,2021-03-04,2022-01-04,Train,8.96205759023966e-06,0.925,0.9741349382236211,0.965661420470215,1.7748893186365144,1.8794147033401065,0.9471544715447153
ws8hd32,2021-03-04,2022-01-04,Test,0.00041256308785114364,0.4588235294117647,-0.1154333961553897,-0.11603740021822026,-0.1304128818468721,-0.054265012601330945,0.43137254901960775
ws8hd32,2021-05-04,2022-03-04,Train,1.0416942751439352e-05,0.9165644171779141,0.9714192332937924,0.9604900144440934,1.5824025213418964,1.9527471311719933,0.9243353783231085
ws8hd32,2021-05-04,2022-03-04,Test,0.0004579296232948847,0.5088235294117647,0.07433898187599391,0.04801308946900299,0.11518877728277123,0.04510331395919191,0.47058823529411764
ws8hd32,2021-07-04,2022-05-04,Train,4.889329686308793e-05,0.8236024844720496,0.8875124934690835,0.8388798919033672,1.1947129155947243,1.845026027092038,0.8260869565217391
ws8hd32,2021-07-04,2022-05-04,Test,0.0004026141487823743,0.48857142857142855,-0.09831117031313226,-0.08420626174207836,-0.09483773249935823,-0.03915298167331452,0.4666666666666666
ws8hd32,2021-09-04,2022-07-04,Train,9.552381733616726e-06,0.9383647798742139,0.9840600710503085,0.9779711164840706,1.3746111236880916,2.2837625298068547,0.9140461215932912
ws8hd32,2021-09-04,2022-07-04,Test,0.0004362022420719031,0.4575757575757576,-0.03934419299287665,-0.01955123046479801,0.07893317216682973,0.027751909440274437,0.5151515151515151
ws8hd32,2021-11-04,2022-09-04,Train,1.169716435191346e-05,0.9318471337579618,0.9854352418595151,0.9820594287999698,1.3973574811238763,2.5044624479346456,0.900212314225053
ws8hd32,2021-11-04,2022-09-04,Test,0.00031970738416601087,0.4777777777777778,0.029769683047550156,0.011744304337758825,-0.10940026899773073,-0.05158204243034777,0.48148148148148145
ws8hd32,2022-01-04,2022-11-04,Train,1.0834721372241526e-05,0.94,0.9848456977760169,0.9815498801783314,1.3358810914124943,2.4350352960022748,0.9083333333333332
ws8hd32,2022-01-04,2022-11-04,Test,0.0004006307804663896,0.5305555555555556,0.03272873863832536,0.002798633065408586,-0.12020162120724714,-0.05975185548674543,0.48148148148148145
ws8hd64,2019-01-04,2019-11-04,Train,5.322479165938375e-06,0.95625,0.9910768295627521,0.9868600218416934,1.4427231153452111,1.9636140778568743,0.94375
ws8hd64,2019-01-04,2019-11-04,Test,0.00023332489709939976,0.48333333333333334,-0.009703056443519459,0.061556030524926884,-0.08250642663722993,-0.035433353065036755,0.537037037037037
ws8hd64,2019-03-04,2020-01-04,Train,6.650793154968215e-06,0.9548780487804878,0.9898753258743098,0.985936275256393,1.420943337016938,1.9456710610256596,0.9390243902439024
ws8hd64,2019-03-04,2020-01-04,Test,0.00017013343016729183,0.5294117647058824,0.0331562431302772,0.05675624102182852,0.3783389308924837,0.0783824678116888,0.5784313725490196
ws8hd64,2019-05-04,2020-03-04,Train,1.2610934833898083e-05,0.9211180124223602,0.9713460783833168,0.9609451847445512,1.4160660010598596,1.853091143760393,0.9233954451345755
ws8hd64,2019-05-04,2020-03-04,Test,0.0002083606153894287,0.5333333333333333,0.06406981074861609,0.08740859962817925,0.24852472774952483,0.08530100062088183,0.6161616161616161
ws8hd64,2019-07-04,2020-05-04,Train,5.7019856681145696e-06,0.95125,0.9901862775318713,0.9864068225013328,1.3998102285722953,1.8953660358056252,0.93125
ws8hd64,2019-07-04,2020-05-04,Test,0.0005465273371153258,0.4942857142857143,-0.04533545911590943,-0.05384820185641559,0.15806235783758252,0.08931013381620147,0.5714285714285714
ws8hd64,2019-09-04,2020-07-04,Train,8.170721079276241e-06,0.935,0.9873321789537287,0.9785203769508328,1.256397740151448,2.2379338318686344,0.925
ws8hd64,2019-09-04,2020-07-04,Test,0.0003042814765527118,0.5142857142857142,0.05032509135646855,0.04724623991099636,0.02676401949975516,0.00930938018216577,0.5238095238095238
ws8hd64,2019-11-04,2020-09-04,Train,9.088792700837947e-06,0.9459119496855346,0.9900863344877098,0.9874935958290775,1.4089811146911477,2.449257732877345,0.9412997903563939
ws8hd64,2019-11-04,2020-09-04,Test,0.00030384264162961106,0.5108108108108108,-0.02370962979298137,0.004988922192856224,0.0044278118438135375,0.002049255397313203,0.5135135135135134
ws8hd64,2020-01-04,2020-11-04,Train,1.115398337381173e-05,0.9425925925925925,0.9841775170988465,0.9798142188722123,1.4039431439314813,2.575204428150802,0.9341563786008229
ws8hd64,2020-01-04,2020-11-04,Test,0.0003157039045063648,0.48,-0.038717337490333584,-0.054395102446598384,-0.10140126182692667,-0.03321803827596811,0.4571428571428571
ws8hd64,2020-03-04,2021-01-04,Train,1.0208021909211868e-05,0.9445121951219512,0.988621123908539,0.986060663111704,1.4747387402284247,2.6340334756791215,0.9491869918699185
ws8hd64,2020-03-04,2021-01-04,Test,0.00027092697534242434,0.48787878787878786,-0.011604632631442503,-0.05572954219711046,0.04873382943492358,0.01251832391907583,0.4444444444444444
ws8hd64,2020-05-04,2021-03-04,Train,1.1705877093472931e-05,0.9271604938271605,0.9819687402702559,0.9774981006497621,1.5553066368313313,2.333010649736245,0.9341563786008229
ws8hd64,2020-05-04,2021-03-04,Test,0.00037531804466455653,0.5058823529411764,-0.031128142529174882,-0.028432466594714087,-0.028095123615917983,-0.012977574389476363,0.4999999999999999
ws8hd64,2020-07-04,2021-05-04,Train,7.77214717859884e-06,0.95125,0.9899251363309585,0.9875195633901305,1.488627844070004,2.370163929182941,0.93125
ws8hd64,2020-07-04,2021-05-04,Test,0.00027356313032169354,0.5142857142857142,-0.011059768009861824,-0.003554408024322064,-0.08558203016400162,-0.03353275682007259,0.5619047619047617
ws8hd64,2020-09-04,2021-07-04,Train,7.0345019759348375e-06,0.9373417721518987,0.9876083007962169,0.9841742247358642,1.4784820605095823,2.227615471118556,0.9282700421940929
ws8hd64,2020-09-04,2021-07-04,Test,0.00019146797272338355,0.54,0.08279093669989152,0.11066973141471709,0.46015230606196267,0.11629232726512534,0.5904761904761904
ws8hd64,2020-11-04,2021-09-04,Train,7.054755090791688e-06,0.9689873417721518,0.9932540756888573,0.9919666580559348,1.5476260065329739,2.210513381578266,0.930379746835443
ws8hd64,2020-11-04,2021-09-04,Test,0.00018630352700352824,0.48333333333333334,-0.10087580090745443,-0.08419560850520966,-0.09438473146092786,-0.025580986051400995,0.5092592592592591
ws8hd64,2021-01-04,2021-11-04,Train,8.289900939341202e-06,0.9537037037037037,0.9895080776377417,0.9852963773718324,1.5043526780940524,2.063492824670413,0.9300411522633745
ws8hd64,2021-01-04,2021-11-04,Test,0.00020924531797204653,0.5028571428571429,-0.11204142446574647,-0.09231119087852613,-0.0458008054604784,-0.010556247577458234,0.5619047619047619
ws8hd64,2021-03-04,2022-01-04,Train,7.93569914677068e-06,0.95,0.9860097974715961,0.981462593731077,1.8179173991604125,1.9056828808968527,0.9491869918699186
ws8hd64,2021-03-04,2022-01-04,Test,0.0003921452225934846,0.4852941176470588,-0.08036294627478079,-0.0672502922822633,-0.11900927299940965,-0.03998446766063347,0.45098039215686275
ws8hd64,2021-05-04,2022-03-04,Train,8.006632638149952e-06,0.9484662576687116,0.9875301395931708,0.981893672053173,1.6235095331916984,1.994697345494209,0.934560327198364
ws8hd64,2021-05-04,2022-03-04,Test,0.00040995891404711364,0.5117647058823529,0.11600047392754392,0.1172116884696,0.15556012896216867,0.05173948652211262,0.47058823529411764
ws8hd64,2021-07-04,2022-05-04,Train,2.029072166097165e-05,0.8881987577639752,0.9591546736391012,0.9352382538170547,1.3657655260327033,2.0453448745382476,0.8881987577639752
ws8hd64,2021-07-04,2022-05-04,Test,0.0003784670415309892,0.52,-0.06637667740588042,-0.038553270988801076,-0.13277367130043471,-0.05445612747306802,0.4761904761904762
ws8hd64,2021-09-04,2022-07-04,Train,9.744884637776695e-06,0.9433962264150944,0.9877920354047987,0.9838774847071349,1.4008966839822508,2.289440287377755,0.9119496855345912
ws8hd64,2021-09-04,2022-07-04,Test,0.0004181300201413087,0.5060606060606061,-0.006207366065126875,-0.017768928134231074,-0.08785667479917662,-0.028376564308406876,0.4848484848484848
ws8hd64,2021-11-04,2022-09-04,Train,1.1187074322820544e-05,0.9554140127388535,0.9921412904333746,0.9902950123429929,1.4088574701997942,2.537442325614486,0.9129511677282377
ws8hd64,2021-11-04,2022-09-04,Test,0.0002999107253233972,0.5416666666666666,-0.02729063470872079,0.0035428516386990993,-0.24883300579427542,-0.09553817894471628,0.45370370370370366
ws8hd64,2022-01-04,2022-11-04,Train,1.24064167327857e-05,0.938125,0.9873419984582645,0.9836764225767769,1.3378788551214338,2.448495049723694,0.9104166666666667
ws8hd64,2022-01-04,2022-11-04,Test,0.0004587485278430102,0.4111111111111111,-0.17282620767010448,-0.23393264787699786,-0.21672033257369153,-0.08135878664852096,0.4444444444444444
ws8hd128,2019-01-04,2019-11-04,Train,7.911740275829676e-06,0.955625,0.9882488511172566,0.9843824383307659,1.4412986602463806,1.967844161831581,0.9416666666666667
ws8hd128,2019-01-04,2019-11-04,Test,0.0002276763078576228,0.45555555555555555,-0.040885422452558,-0.02802645082137979,-0.1863438293656172,-0.05911478543256816,0.4629629629629629
ws8hd128,2019-03-04,2020-01-04,Train,5.572096818019222e-06,0.9524390243902439,0.9888125747436796,0.9863464869205856,1.420844924663292,1.946025058344797,0.934959349593496
ws8hd128,2019-03-04,2020-01-04,Test,0.00016566978867994803,0.538235294117647,0.006013986945201541,0.04927449504702616,0.12810373528255467,0.0296633944894353,0.5490196078431372
ws8hd128,2019-05-04,2020-03-04,Train,8.064431611501957e-06,0.9397515527950311,0.9830835873031405,0.9765905370282094,1.4442652246120031,1.8783277157603426,0.9316770186335404
ws8hd128,2019-05-04,2020-03-04,Test,0.00020799806805420787,0.5242424242424243,0.059041011141183236,0.059189290493526524,0.1813103019588946,0.05812480754864353,0.5252525252525252
ws8hd128,2019-07-04,2020-05-04,Train,5.968412967615332e-06,0.9525,0.989517885518336,0.9853321189510168,1.4012027174671795,1.9024448557148348,0.9291666666666668
ws8hd128,2019-07-04,2020-05-04,Test,0.000491432959724623,0.4942857142857143,-0.009186070085955737,-0.027257794731082176,0.1724649494882197,0.08325303476346516,0.5619047619047619
ws8hd128,2019-09-04,2020-07-04,Train,1.4151256172696925e-05,0.929375,0.976991827319156,0.9709138547081478,1.253658705629194,2.2283364151378526,0.925
ws8hd128,2019-09-04,2020-07-04,Test,0.0002686739274274479,0.5057142857142857,0.10706266430015568,0.09588701015635112,0.10345229501231183,0.038361562782392916,0.5523809523809524
ws8hd128,2019-11-04,2020-09-04,Train,7.148753843096342e-06,0.9484276729559749,0.9910698367705457,0.9882147208942178,1.4049687523515026,2.445957144245347,0.9371069182389937
ws8hd128,2019-11-04,2020-09-04,Test,0.00026462757387526315,0.5378378378378378,0.10235785931835462,0.12635831067705486,-0.04185120111355514,-0.021848055116230482,0.5225225225225225
ws8hd128,2020-01-04,2020-11-04,Train,1.0093950506314549e-05,0.9543209876543209,0.9892930387866908,0.9881898964236747,1.4235632961658649,2.594397834665377,0.9362139917695472
ws8hd128,2020-01-04,2020-11-04,Test,0.0002751486319649177,0.49714285714285716,-0.07046423580488392,-0.07347883475711879,-0.12466507859709496,-0.034237291742979375,0.4666666666666666
ws8hd128,2020-03-04,2021-01-04,Train,8.684721030829512e-06,0.9542682926829268,0.9898122345870215,0.9873697439765833,1.4656518339902735,2.6396460186795356,0.9471544715447153
ws8hd128,2020-03-04,2021-01-04,Test,0.00026781302589785834,0.49696969696969695,-0.04510358178281229,-0.036191837156183806,0.17838406952674504,0.047829877405192914,0.5050505050505051
ws8hd128,2020-05-04,2021-03-04,Train,9.395590462817513e-06,0.9567901234567902,0.9873704736150126,0.9861319308007905,1.5546285467114187,2.360137469664792,0.9444444444444444
ws8hd128,2020-05-04,2021-03-04,Test,0.0003028929184670839,0.5029411764705882,0.13254999611920026,0.07006095615522831,0.11242055117780952,0.047043219838766,0.5098039215686274
ws8hd128,2020-07-04,2021-05-04,Train,1.0322190569763624e-05,0.95375,0.9904215795953779,0.9884215398411269,1.4913307895419958,2.367460349520255,0.9270833333333333
